running_acc_source_val,running_acc_target_val,running_source_ce_loss_val,running_target_ce_loss_val,running_mmd_loss_val,running_acc_source_mmd,running_acc_target_mmd,running_source_ce_loss_mmd,running_target_ce_loss_mmd,running_mmd_loss_mmd,running_acc_source_ce,running_acc_target_ce,running_source_ce_loss_ce,running_target_ce_loss_ce,running_mmd_loss_ce
47.24702380952381,50.483630952380956,0.6954425190176282,0.6933546087571553,0.00011605367295227811,50.85565476190476,51.785714285714285,0.699480014187949,0.6934766343661717,0.5105773540479797,51.89393939393939,51.041666666666664,0.6919954332438383,0.6997896541248668,0.5686130317774686
52.30654761904761,46.763392857142854,0.6915919120822634,0.7008187451532909,0.5929816429104123,52.455357142857146,50.70684523809524,0.6857753055436271,0.7012194927249636,0.6727554414953504,51.23106060606061,51.11742424242424,0.6960928255861456,0.6960110545158387,0.6296338872476057
53.125,49.92559523809524,0.6923394267048154,0.6933218794209617,0.6050781948225838,51.93452380952381,50.632440476190474,0.693030583006995,0.693670487829617,0.583284219460828,53.20075757575757,49.469696969696976,0.6916571671312506,0.6936062054200606,0.5124620443040674
57.03125,50.186011904761905,0.6917478165456227,0.7013819153819766,0.5783330468194825,53.757440476190474,52.26934523809524,0.7054780317204339,0.7062077415840966,0.7357491052576474,52.89772727272727,49.77272727272727,0.6915799043395302,0.7019445332613858,0.6142511801286177
54.389880952380956,51.674107142857146,0.6792457337890353,0.6954858175345829,0.6491230438862529,53.64583333333333,48.80952380952381,0.682371294924191,0.7042075544595718,0.6763186678290367,54.18560606060606,50.66287878787879,0.6870135231451555,0.6999963879585266,0.7185258063403043
55.580357142857146,51.52529761904761,0.6755424290895462,0.7036285549402237,0.7514689000589507,54.985119047619044,48.40029761904761,0.7376540069069181,0.7812475051198687,0.8680498898029327,50.49242424242424,48.598484848484844,0.7069966337897561,0.7139273762702942,0.767322164773941
47.65625,49.62797619047619,0.7044140206915992,0.7011525056191853,0.7857484540769032,49.29315476190476,50.223214285714285,0.6980578345911843,0.7002610074622291,0.8437929919787815,52.99242424242424,50.625,0.6915556354956194,0.6997216181321577,0.7059703279625286
47.061011904761905,50.297619047619044,0.707826669727053,0.7008344956806728,0.6822192732776914,50.111607142857146,48.88392857142857,0.6991495404924665,0.7032052406242916,0.6949800550937653,50.79545454545455,50.43560606060606,0.6938519044355913,0.696535494110801,0.6735845040191304
57.55208333333333,50.967261904761905,0.687534015093531,0.6926671372992652,0.6647470082555499,52.566964285714285,50.52083333333333,0.6906887548310416,0.6955220805747169,0.6374964437314442,51.02272727272727,51.041666666666664,0.6929281863299284,0.6942825057289818,0.5922761066393418
51.004464285714285,49.47916666666667,0.693773648568562,0.6939897792679923,0.6062883042863437,52.046130952380956,49.404761904761905,0.6922051927873066,0.694434825863157,0.510424771479198,50.890151515151516,50.73863636363637,0.6931210496208885,0.6935540903698314,0.4495940083807165
46.763392857142854,49.851190476190474,0.6957688246454511,0.6933857032230922,0.46736068172114237,48.660714285714285,49.404761904761905,0.6937864082200187,0.6947288193872997,0.4383434685213225,49.48863636363637,51.32575757575757,0.6940274596214294,0.6932534911415794,0.438892598585649
47.24702380952381,50.44642857142857,0.69505127625806,0.6933270884411675,0.41022213867732454,50.223214285714285,51.376488095238095,0.6923782059124538,0.6930868285042899,0.43918259867600035,49.77272727272727,47.916666666666664,0.6942397030917081,0.695009789683602,0.43190726366910065
48.10267857142857,51.04166666666667,0.6942301371267864,0.6927956683295113,0.4266343361565045,52.157738095238095,50.26041666666667,0.6917320894343513,0.693149494273322,0.5087225224290576,50.416666666666664,50.151515151515156,0.6933304634961215,0.693397564237768,0.6009699355472218
47.842261904761905,50.74404761904761,0.6936339629547936,0.6928698867559433,0.6363634658711297,48.921130952380956,50.03720238095239,0.6947088411876133,0.6959338379757745,0.524817708347525,51.11742424242424,49.71590909090909,0.6927314075556669,0.693701054833152,0.5149086968465285
47.24702380952381,50.669642857142854,0.7012600707156318,0.6965060915265765,0.47560333779879976,50.70684523809524,48.51190476190476,0.6969571220023292,0.6960954325539725,0.5325559952429363,50.75757575757576,50.151515151515156,0.6943177006461404,0.695436027916995,0.4405496131290089
47.098214285714285,50.37202380952381,0.6927427692072732,0.6930265575647354,0.4618884782705988,50.44642857142857,48.921130952380956,0.6928886473178864,0.6948339194059372,0.39300826883741785,49.848484848484844,49.82954545454545,0.6936932878060774,0.6927474834702232,0.3732773014090278
45.014880952380956,49.032738095238095,0.6948449845824923,0.6936831197568348,0.381027848060642,49.330357142857146,49.14434523809524,0.6943652544702802,0.6949616330010551,0.41472544574311804,51.49621212121212,48.50378787878788,0.6940243070775812,0.695359613678672,0.38155572468584237
52.938988095238095,49.516369047619044,0.6907142145293099,0.694385256086077,0.4138329178094864,48.95833333333333,51.30208333333333,0.6954058706760406,0.6919967319284167,0.4908058983939035,50.51136363636363,48.88257575757576,0.6933245507153598,0.6946214686740528,0.4119953713633797
52.455357142857146,49.107142857142854,0.6909802364451545,0.6929156354495457,0.4541855582169124,51.376488095238095,48.69791666666667,0.6917010737316949,0.6948960444756916,0.44022795132228304,51.93181818181818,49.848484848484844,0.6929294716228138,0.694461680542339,0.39044419066472486
