accuracy_source_val,accuracy_target_val,accuracy_source_mmd,accuracy_target_mmd,accuracy_source_ce,accuracy_target_ce
49.13194444444444,48.495370370370374,49.88425925925926,51.79398148148148,55.73394495412844,50.0
62.73148148148148,53.125,60.24305555555556,52.5462962962963,65.05160550458716,65.73967889908256
65.33564814814815,69.9074074074074,63.25231481481482,57.46527777777778,65.48165137614679,61.12385321100918
66.72453703703704,62.442129629629626,56.8287037037037,55.49768518518518,50.86009174311926,50.200688073394495
49.24768518518518,48.78472222222222,49.0162037037037,49.363425925925924,56.70871559633027,50.22935779816514
59.317129629629626,51.5625,51.33101851851852,50.289351851851855,53.98509174311926,49.799311926605505
52.083333333333336,51.273148148148145,53.7037037037037,51.041666666666664,57.3394495412844,52.35091743119266
71.52777777777777,67.93981481481481,52.951388888888886,50.289351851851855,63.216743119266056,52.43692660550459
66.31944444444444,53.81944444444444,55.092592592592595,50.75231481481482,59.00229357798165,53.956422018348626
49.24768518518518,48.55324074074074,51.79398148148148,50.925925925925924,64.85091743119266,58.91628440366973
62.73148148148148,51.90972222222222,57.291666666666664,55.15046296296296,56.393348623853214,50.487385321100916
49.53703703703704,45.54398148148148,58.56481481481482,53.81944444444444,56.049311926605505,51.14678899082569
49.0162037037037,48.726851851851855,57.06018518518518,51.21527777777778,68.63532110091744,57.74082568807339
52.083333333333336,47.97453703703704,60.82175925925926,53.182870370370374,67.68922018348624,57.482798165137616
70.83333333333333,54.976851851851855,59.72222222222222,54.282407407407405,64.24885321100918,57.25344036697248
71.41203703703704,72.2800925925926,59.9537037037037,55.55555555555556,68.97935779816514,64.62155963302752
70.7175925925926,63.36805555555556,60.06944444444444,52.719907407407405,64.82224770642202,56.30733944954128
71.12268518518519,63.94675925925926,62.210648148148145,57.11805555555556,71.1295871559633,56.47935779816514
73.78472222222223,57.523148148148145,59.02777777777778,51.79398148148148,63.446100917431195,57.36811926605505
70.3125,70.77546296296296,62.03703703703704,57.06018518518518,70.44151376146789,63.216743119266056
70.77546296296296,69.79166666666667,62.38425925925926,54.513888888888886,70.87155963302752,61.668577981651374
72.45370370370371,67.01388888888889,63.4837962962963,55.78703703703704,66.74311926605505,57.36811926605505
69.21296296296296,62.5,62.15277777777778,56.8287037037037,69.0940366972477,61.32454128440367
71.41203703703704,67.47685185185185,63.136574074074076,56.770833333333336,69.4954128440367,62.930045871559635
71.4699074074074,67.12962962962963,67.36111111111111,62.673611111111114,72.59174311926606,72.13302752293578
73.8425925925926,79.22453703703704,61.574074074074076,55.55555555555556,67.60321100917432,62.184633027522935
71.75925925925925,71.99074074074075,62.789351851851855,55.49768518518518,70.61353211009174,64.22018348623853
71.4699074074074,64.17824074074075,64.75694444444444,55.43981481481482,71.18692660550458,57.79816513761468
66.55092592592592,64.00462962962963,63.19444444444444,56.94444444444444,69.23738532110092,62.930045871559635
60.3587962962963,59.201388888888886,63.71527777777778,58.62268518518518,70.35550458715596,56.966743119266056
68.17129629629629,55.55555555555556,65.68287037037037,62.5,68.72133027522936,63.76146788990825
71.64351851851852,67.88194444444444,60.300925925925924,56.36574074074074,69.78211009174312,57.68348623853211
67.93981481481481,50.9837962962963,68.46064814814815,60.18518518518518,69.75344036697248,60.75114678899082
71.93287037037037,66.89814814814815,68.22916666666667,58.68055555555556,73.65252293577981,55.418577981651374
74.53703703703704,57.46527777777778,66.43518518518519,62.442129629629626,74.2545871559633,63.07339449541284
72.39583333333333,60.300925925925924,66.37731481481481,58.854166666666664,73.99655963302752,63.53211009174312
77.7199074074074,69.32870370370371,69.9074074074074,61.226851851851855,70.9288990825688,54.27178899082569
65.50925925925925,52.083333333333336,67.07175925925925,58.738425925925924,72.19036697247707,69.6387614678899
71.99074074074075,74.76851851851852,61.40046296296296,57.34953703703704,70.95756880733946,67.17316513761467
72.04861111111111,69.79166666666667,67.70833333333333,60.011574074074076,70.78555045871559,67.74655963302752
72.33796296296296,73.09027777777777,67.1875,58.101851851851855,75.83142201834862,63.47477064220183
78.47222222222223,69.21296296296296,64.93055555555556,57.407407407407405,70.06880733944953,65.59633027522936
67.65046296296296,54.745370370370374,67.07175925925925,58.7962962962963,70.81422018348624,59.66169724770642
74.5949074074074,67.88194444444444,65.85648148148148,57.2337962962963,74.7993119266055,63.18807339449541
75.81018518518519,69.84953703703704,71.23842592592592,65.33564814814815,73.45183486238533,65.39564220183486
71.93287037037037,74.53703703703704,60.648148148148145,57.58101851851852,74.88532110091744,63.7901376146789
74.94212962962963,68.46064814814815,69.32870370370371,62.094907407407405,72.27637614678899,65.0802752293578
73.72685185185185,71.23842592592592,70.19675925925925,59.25925925925926,70.47018348623853,65.73967889908256
72.33796296296296,76.9675925925926,69.38657407407408,61.574074074074076,70.64220183486239,67.91857798165138
71.93287037037037,76.04166666666667,69.27083333333333,61.226851851851855,71.55963302752293,65.45298165137615
