accuracy_source_val,accuracy_target_val,accuracy_source_mmd,accuracy_target_mmd,accuracy_source_ce,accuracy_target_ce
49.30555555555556,48.611111111111114,75.17361111111111,58.50694444444444,81.50802752293578,56.47935779816514
81.48148148148148,56.770833333333336,81.82870370370371,55.49768518518518,84.66169724770643,54.27178899082569
82.52314814814815,55.90277777777778,83.50694444444444,55.2662037037037,84.28899082568807,53.58371559633027
84.02777777777777,53.81944444444444,84.25925925925925,55.613425925925924,84.00229357798165,54.071100917431195
85.76388888888889,55.49768518518518,84.66435185185185,56.8287037037037,84.5756880733945,53.35435779816514
84.83796296296296,53.7037037037037,87.0949074074074,56.886574074074076,87.06995412844037,55.61926605504587
85.59027777777777,58.68055555555556,86.86342592592592,54.6875,86.86926605504587,52.09288990825688
85.18518518518519,51.620370370370374,89.35185185185185,55.2662037037037,86.98394495412845,54.071100917431195
89.69907407407408,53.58796296296296,89.87268518518519,55.729166666666664,88.3887614678899,53.23967889908257
86.63194444444444,51.21527777777778,89.17824074074075,57.11805555555556,87.78669724770643,55.87729357798165
87.5,59.780092592592595,90.2199074074074,58.56481481481482,88.76146788990826,53.8704128440367
87.96296296296296,55.49768518518518,91.31944444444444,56.655092592592595,87.8440366972477,55.87729357798165
86.57407407407408,59.085648148148145,90.10416666666667,57.00231481481482,89.36353211009174,55.96330275229358
86.97916666666667,55.729166666666664,90.625,55.729166666666664,89.6788990825688,56.02064220183486
89.12037037037037,57.638888888888886,89.87268518518519,58.56481481481482,88.87614678899082,54.902522935779814
90.27777777777777,56.539351851851855,91.20370370370371,54.976851851851855,88.58944954128441,54.78784403669725
88.36805555555556,58.333333333333336,90.10416666666667,55.960648148148145,88.4461009174312,54.70183486238532
86.40046296296296,56.076388888888886,91.7824074074074,56.423611111111114,89.04816513761467,54.50114678899082
89.75694444444444,57.8125,92.24537037037037,56.307870370370374,88.41743119266054,54.30045871559633
87.5,58.27546296296296,92.30324074074075,55.960648148148145,90.45298165137615,54.2144495412844
88.48379629629629,55.90277777777778,92.12962962962963,55.90277777777778,89.27752293577981,50.37270642201835
88.71527777777777,51.21527777777778,91.60879629629629,54.861111111111114,89.39220183486239,55.79128440366973
88.42592592592592,57.34953703703704,93.98148148148148,57.92824074074074,89.10550458715596,55.5045871559633
90.04629629629629,59.72222222222222,92.07175925925925,55.960648148148145,89.24885321100918,53.58371559633027
87.9050925925926,56.13425925925926,93.11342592592592,53.93518518518518,88.18807339449542,52.924311926605505
88.59953703703704,55.844907407407405,92.24537037037037,54.629629629629626,90.53899082568807,54.9598623853211
87.67361111111111,57.34953703703704,92.93981481481481,54.80324074074074,89.7362385321101,55.24655963302752
88.6574074074074,57.58101851851852,92.30324074074075,54.861111111111114,89.99426605504587,55.73394495412844
89.52546296296296,57.754629629629626,94.32870370370371,56.94444444444444,89.70756880733946,56.42201834862385
87.55787037037037,57.11805555555556,92.36111111111111,56.48148148148148,88.47477064220183,53.727064220183486
87.26851851851852,57.407407407407405,92.88194444444444,56.94444444444444,90.16628440366972,54.93119266055046
88.59953703703704,57.8125,94.1550925925926,56.423611111111114,89.7362385321101,52.06422018348624
88.83101851851852,54.282407407407405,93.3449074074074,55.03472222222222,88.81880733944953,54.27178899082569
87.5,56.8287037037037,92.01388888888889,52.835648148148145,88.90481651376147,54.09977064220183
87.5,57.175925925925924,93.17129629629629,55.613425925925924,89.82224770642202,56.30733944954128
89.17824074074075,57.46527777777778,94.03935185185185,55.324074074074076,88.90481651376147,53.69839449541284
87.67361111111111,56.01851851851852,92.36111111111111,55.38194444444444,89.3348623853211,54.93119266055046
90.68287037037037,57.638888888888886,93.51851851851852,54.050925925925924,88.56077981651376,50.831422018348626
86.80555555555556,53.645833333333336,92.93981481481481,56.076388888888886,90.99770642201835,54.30045871559633
88.36805555555556,55.613425925925924,93.86574074074075,53.125,90.0802752293578,53.8704128440367
89.69907407407408,54.80324074074074,94.61805555555556,54.34027777777778,88.33142201834862,54.87385321100918
85.64814814814815,56.770833333333336,93.46064814814815,53.298611111111114,89.50688073394495,49.569954128440365
88.48379629629629,49.53703703703704,93.22916666666667,53.761574074074076,90.22362385321101,54.472477064220186
89.87268518518519,55.90277777777778,94.79166666666667,55.03472222222222,90.94036697247707,52.72362385321101
89.93055555555556,55.90277777777778,94.9074074074074,51.967592592592595,90.88302752293578,52.35091743119266
89.75694444444444,52.604166666666664,95.02314814814815,53.182870370370374,91.25573394495413,53.8704128440367
89.00462962962963,57.58101851851852,95.42824074074075,52.5462962962963,90.65366972477064,51.26146788990825
88.19444444444444,54.398148148148145,95.48611111111111,53.414351851851855,90.13761467889908,51.26146788990825
89.52546296296296,51.967592592592595,95.83333333333333,53.067129629629626,90.9690366972477,53.52637614678899
87.55787037037037,54.91898148148148,94.9074074074074,56.423611111111114,88.9908256880734,53.01032110091743
89.58333333333333,53.99305555555556,96.52777777777777,53.81944444444444,90.25229357798165,53.727064220183486
88.42592592592592,54.166666666666664,95.94907407407408,55.208333333333336,90.48165137614679,52.580275229357795
90.68287037037037,54.282407407407405,94.56018518518519,52.199074074074076,89.42087155963303,51.51949541284404
88.48379629629629,53.7037037037037,94.44444444444444,53.24074074074074,90.79701834862385,51.06077981651376
88.77314814814815,52.89351851851852,95.42824074074075,53.24074074074074,90.33830275229357,53.038990825688074
89.4675925925926,53.414351851851855,95.3125,53.414351851851855,90.99770642201835,53.325688073394495
91.08796296296296,53.99305555555556,95.7175925925926,52.1412037037037,90.76834862385321,52.66628440366973
90.74074074074075,53.298611111111114,95.7175925925926,52.89351851851852,91.34174311926606,51.26146788990825
89.87268518518519,53.87731481481482,96.52777777777777,55.15046296296296,91.5711009174312,52.86697247706422
90.68287037037037,53.414351851851855,94.96527777777777,54.976851851851855,90.36697247706422,51.54816513761468
89.69907407407408,52.199074074074076,96.00694444444444,53.81944444444444,89.96559633027523,55.24655963302752
89.87268518518519,57.638888888888886,95.89120370370371,55.208333333333336,90.91169724770643,56.106651376146786
89.58333333333333,58.449074074074076,96.41203703703704,53.58796296296296,90.625,51.347477064220186
90.27777777777777,51.620370370370374,95.54398148148148,52.951388888888886,91.25573394495413,53.612385321100916
90.04629629629629,54.629629629629626,96.58564814814815,53.99305555555556,91.54243119266054,51.46215596330275
90.2199074074074,52.604166666666664,96.29629629629629,53.87731481481482,90.99770642201835,51.63417431192661
89.40972222222223,51.504629629629626,96.70138888888889,53.47222222222222,92.14449541284404,55.07454128440367
90.39351851851852,55.092592592592595,97.04861111111111,53.99305555555556,91.14105504587155,51.72018348623853
90.45138888888889,53.530092592592595,96.81712962962963,53.182870370370374,90.30963302752293,52.60894495412844
89.98842592592592,55.208333333333336,95.77546296296296,53.47222222222222,90.19495412844037,51.66284403669725
88.6574074074074,55.6712962962963,96.58564814814815,53.87731481481482,90.2809633027523,52.178899082568805
90.16203703703704,54.80324074074074,96.35416666666667,54.282407407407405,90.71100917431193,54.2144495412844
91.60879629629629,56.423611111111114,96.18055555555556,53.7037037037037,90.8256880733945,54.071100917431195
86.3425925925926,56.8287037037037,95.3125,55.960648148148145,90.0229357798165,53.38302752293578
89.64120370370371,57.11805555555556,96.875,53.58796296296296,91.68577981651376,53.125
90.39351851851852,53.7037037037037,94.96527777777777,53.58796296296296,91.5711009174312,53.58371559633027
90.74074074074075,56.01851851851852,96.70138888888889,51.736111111111114,92.1158256880734,50.831422018348626
91.31944444444444,53.298611111111114,96.29629629629629,52.835648148148145,91.59977064220183,49.19724770642202
91.20370370370371,51.44675925925926,97.22222222222223,50.9837962962963,92.57454128440367,52.408256880733944
90.91435185185185,55.960648148148145,96.81712962962963,53.47222222222222,91.94380733944953,53.64105504587156
90.68287037037037,54.6875,96.41203703703704,54.80324074074074,91.2270642201835,50.86009174311926
91.66666666666667,51.851851851851855,96.23842592592592,50.86805555555556,91.31307339449542,51.20412844036697
89.75694444444444,54.45601851851852,97.16435185185185,53.81944444444444,92.08715596330275,50.91743119266055
92.01388888888889,55.6712962962963,97.16435185185185,52.488425925925924,93.1479357798165,49.59862385321101
91.89814814814815,51.67824074074074,96.70138888888889,52.5462962962963,92.34518348623853,51.06077981651376
91.26157407407408,53.58796296296296,97.51157407407408,52.951388888888886,92.31651376146789,52.72362385321101
91.43518518518519,54.050925925925924,96.06481481481481,52.199074074074076,91.54243119266054,50.51605504587156
91.72453703703704,50.9837962962963,97.16435185185185,51.90972222222222,90.91169724770643,51.37614678899082
90.74074074074075,54.1087962962963,96.64351851851852,52.604166666666664,91.48509174311927,49.397935779816514
91.31944444444444,51.44675925925926,97.2800925925926,51.09953703703704,92.68922018348624,50.315366972477065
92.01388888888889,53.7037037037037,97.10648148148148,52.083333333333336,92.57454128440367,51.892201834862384
92.01388888888889,54.91898148148148,97.10648148148148,53.00925925925926,92.17316513761467,51.54816513761468
90.56712962962963,54.050925925925924,95.60185185185185,53.298611111111114,91.48509174311927,54.44380733944954
92.01388888888889,58.27546296296296,97.51157407407408,54.166666666666664,91.39908256880734,51.06077981651376
91.84027777777777,55.55555555555556,97.39583333333333,53.414351851851855,89.70756880733946,50.716743119266056
89.40972222222223,53.99305555555556,94.96527777777777,53.645833333333336,91.39908256880734,54.357798165137616
91.49305555555556,57.2337962962963,96.93287037037037,56.13425925925926,91.14105504587155,49.94266055045872
90.45138888888889,51.44675925925926,97.04861111111111,52.89351851851852,91.3704128440367,52.26490825688074
91.89814814814815,54.91898148148148,96.99074074074075,54.861111111111114,91.28440366972477,52.00688073394495
91.08796296296296,53.99305555555556,97.39583333333333,52.89351851851852,91.71444954128441,50.68807339449541
